player.jumperNumber,player.photoURL,player.player.player.playerId,player.playerJumperNumber,team,position,dateOfBirth,draftYear,heightInCm,recruitedFrom,debutYear,draftType,draftPosition,PositionCoded,ID,First.name,Surname,Games,Goals,Brownlow.Votes,name,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993834.png,CD_I993834,5,Brisbane Lions,MIDFIELDER,09/01/1997,2015,191,Sale (Vic)/Gippsland U18/Western Bulldogs,2016,nationalDraft,25,Midfielder,13112,Josh,Dunkley,195,80,,Josh Dunkley,,,
22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/296347.png,CD_I296347,22,GWS GIANTS,MIDFIELDER,12/02/1995,2013,184,East Brighton (Vic)/Brighton Grammar (Vic)/Sandringham U18,2014,nationalDraft,2,Midfielder,12947,Josh,Kelly,230,144,,Josh Kelly,,,
25,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017110.png,CD_I1017110,25,Hawthorn,MIDFIELDER,15/08/2003,2021,183,Fitzroy (Vic)/Melbourne Grammar (Vic)/Northern U18,2022,nationalDraft,7,Midfielder,12887,Josh,Ward,67,8,,Josh Ward,,,
27,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1011936.png,CD_I1011936,27,Sydney Swans,MIDFIELDER_FORWARD,18/08/2000,2018,189,Banyule (Vic)/Marcellin College (Vic)/Northern U18,2019,nationalDraft,44,Midfielder,12711,Justin,McInerney,109,45,,Justin McInerney,,,
6,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006103.png,CD_I1006103,6,Essendon,MIDFIELDER,28/09/2000,2018,183,Golden Square (Vic)/Geelong Grammar (Vic)/Bendigo U18/GWS,2019,nationalDraft,11,Midfielder,12755,Jye,Caldwell,89,31,,Jye Caldwell,,,
33,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/294592.png,CD_I294592,33,Richmond,MIDFIELDER,03/04/1994,2012,191,Pinjarra (WA)/Peel Thunder (WAFL),2015,nationalDraft,31,Midfielder,12317,Kamdyn,McIntosh,213,62,,Kamdyn McIntosh,,,
32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008436.png,CD_I1008436,32,GWS GIANTS,RUCK,06/10/1999,2018,201,Pennant Hills (NSW),2020,nationalDraft,34,Midfielder,12904,Kieren,Briggs,70,14,,Kieren Briggs,,,
36,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008541.png,CD_I1008541,36,Melbourne,MIDFIELDER_FORWARD,02/06/2001,2019,171,Port District (SA)/Prince Alfred Coll (SA)/Woodville-West Torrens (SANFL),2020,nationalDraft,12,Midfielder,12771,Kysaiah,Pickett,126,201,,Kysaiah Pickett,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/293535.png,CD_I293535,9,Brisbane Lions,MIDFIELDER,24/05/1993,2011,177,Kybybolite (SA)/St Peter's Coll (SA)/Glenelg (SANFL)/Fremantle,2012,nationalDraft,58,Midfielder,12055,Lachie,Neale,295,137,,Lachie Neale,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298524.png,CD_I298524,14,Gold Coast SUNS,MIDFIELDER,23/02/1996,2014,182,Southport (Qld)/Broadbeach (Qld)/Fremantle,2015,nationalDraft,13,Midfielder,12385,Lachie,Weller,161,50,,Lachie Weller,,,
25,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/290314.png,CD_I290314,25,GWS GIANTS,RUCK,14/04/1990,2024,204,Marist College Brisbane (Qld)/Collingwood,2011,rookieElevation,11,Midfielder,11991,Lachlan,Keeffe,119,20,,Lachlan Keeffe,,,
10,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1028560.png,CD_I1028560,10,Brisbane Lions,MIDFIELDER,18/12/2006,2024,181,St Kilda City Junior Football Club/Sandringham U18,2025,fatherSon,5,Midfielder,13197,Levi,Ashcroft,28,13,,Levi Ashcroft,,,
17,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000980.png,CD_I1000980,17,Hawthorn,RUCK,22/04/1998,2017,203,SMW Rovers (Vic)/GWV U18/North Ballarat (VFL)/Fremantle,2018,nationalDraft,69,Midfielder,12856,Lloyd,Meek,77,24,,Lloyd Meek,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009399.png,CD_I1009399,9,Fremantle,RUCK,29/09/2001,2019,199,Bullcreek-Leeming (WA)/East Fremantle (WAFL)/Melbourne,2020,nationalDraft,3,Midfielder,12779,Luke,Jackson,119,93,,Luke Jackson,,,
26,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/290778.png,CD_I290778,26,North Melbourne,MIDFIELDER,25/10/1992,2010,183,Langwarrin (Vic)/Dandenong U18/Sydney Swans,2011,nationalDraft,40,Midfielder,11953,Luke,Parker,315,225,,Luke Parker,,,
27,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298290.png,CD_I298290,27,Carlton,RUCK,03/06/1996,2014,202,Kew Comets (Vic)/Xavier College (Vic)/Oakleigh U18/Hawthorn,2015,nationalDraft,50,Midfielder,12417,Marc,Pittonet,80,12,,Marc Pittonet,,,
4,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/297373.png,CD_I297373,4,Western Bulldogs,MIDFIELDER,24/11/1995,2013,194,Eltham (Vic)/Northern U18,2015,nationalDraft,4,Midfielder,12269,Marcus,Bontempelli,258,253,,Marcus Bontempelli,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023270.png,CD_I1023270,2,St Kilda,MIDFIELDER,16/05/2003,2021,185,Beaumaris (Vic)/Haileybury College (Vic)/Sandringham U18,2022,nationalDraft,47,Midfielder,12967,Marcus,Windhager,75,10,,Marcus Windhager,,,
46,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/296733.png,CD_I296733,46,Geelong Cats,RUCK,28/03/1991,2014,198,Sunbury (Vic),2013,rookieElevation,,Midfielder,12153,Mark,Blicavs,296,81,,Mark Blicavs,,,
32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/295340.png,CD_I295340,32,St Kilda,MIDFIELDER_FORWARD,13/09/1993,2012,192,Geelong Amateur (Vic)/Geelong College (Vic)/Geelong U18/NM,2014,nationalDraft,41,Midfielder,12312,Mason,Wood,156,149,,Mason Wood,,,
16,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1005144.png,CD_I1005144,16,Hawthorn,MIDFIELDER,05/06/2003,2022,178,Point Cook (Vic)/Western U18/Richmond (VFL)/Essendon,2023,other,3,Midfielder,12998,Massimo,DAmbrosio,66,17,,Massimo D'Ambrosio,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/297401.png,CD_I297401,5,Adelaide Crows,MIDFIELDER,21/04/1995,2013,181,Beaufort (Vic)/North Ballarat U18,2014,nationalDraft,23,Midfielder,13212,Matt,Crouch,164,31,,Matt Crouch,,,
18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009208.png,CD_I1009208,18,Gold Coast SUNS,MIDFIELDER,01/07/2001,2019,180,Canterbury (Vic)/Carey Grammar (Vic)/Oakleigh U18,2020,nationalDraft,1,Midfielder,12994,Matt,Rowell,110,35,,Matt Rowell,,,
46,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008154.png,CD_I1008154,46,Carlton,MIDFIELDER_FORWARD,29/02/2000,2021,184,Pearcedale (Vic)/Dandenong U18,2022,rookieElevation,23,Midfielder,12822,Matthew,Cottrell,74,36,,Matthew Cottrell,,,
8,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1001398.png,CD_I1001398,8,Western Bulldogs,MIDFIELDER,06/04/1997,2015,188,Collingullie-Glenfield Park (NSW)/NSW-ACT U18/GWS Giants/Carlton,2016,nationalDraft,13,Midfielder,12455,Matthew,Kennedy,141,78,,Matthew Kennedy,,,
11,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/290528.png,CD_I290528,11,Melbourne,RUCK,30/12/1991,2009,209,Ormond (Vic)/Sandringham U18,2015,nationalDraft,34,Midfielder,11966,Max,Gawn,247,115,,Max Gawn,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1015889.png,CD_I1015889,9,Geelong Cats,MIDFIELDER,29/08/2002,2020,190,East Malvern (Vic)/Prahran (Vic)/Melb Grammar (Vic)/Sandr U18,2022,nationalDraft,20,Midfielder,12881,Max,Holmes,103,49,,Max Holmes,,,
7,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291570.png,CD_I291570,7,Fremantle,MIDFIELDER,18/09/1991,2009,191,Lake Grace (WA)/Claremont (WAFL),2010,nationalDraft,20,Midfielder,11834,Nat,Fyfe,248,178,,Nat Fyfe,,,
30,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013220.png,CD_I1013220,30,Fremantle,MIDFIELDER,17/05/2002,2020,188,Northam (WA)/Perth (WAFL),2025,nationalDraft,27,Midfielder,12960,Nathan,ODriscoll,38,15,,Nathan O'Driscoll,,,
44,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017124.png,CD_I1017124,44,Collingwood,MIDFIELDER,05/02/2003,2024,194,Melbourne Grammar (Vic)/Northern U18/ Collingwood (VFL),2022,other,19,Midfielder,13023,Ned,Long,37,10,,Ned Long,,,
28,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1020250.png,CD_I1020250,28,Fremantle,MIDFIELDER,02/12/2003,2021,190,Sorrento-Duncraig (WA)/Hale School (WA)/Subiaco (WAFL),2024,nationalDraft,10,Midfielder,12966,Neil,Erasmus,39,4,,Neil Erasmus,,,
35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023261.png,CD_I1023261,35,Collingwood,MIDFIELDER,03/01/2003,2021,184,Kew Rovers (Vic)/Camberwell Grammar (Vic)/Oakleigh U18,2022,fatherSon,4,Midfielder,12091,Nick,Daicos,95,63,,Nick Daicos,,,
15,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009199.png,CD_I1009199,15,Gold Coast SUNS,MIDFIELDER,17/02/2001,2019,192,Hawthorn Citizens (Vic)/Carey Grammar (Vic)/Oakleigh U18,2020,nationalDraft,2,Midfielder,12767,Noah,Anderson,129,54,,Noah Anderson,,,
28,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1025034.png,CD_I1025034,28,Geelong Cats,MIDFIELDER,07/01/2003,2021,187,Boroondara (Vic)/Carey Grammar (Vic)/Old Carey (Vic),2023,rookieElevation,15,Midfielder,12974,Oliver,Dempsey,59,63,,Oliver Dempsey,,,
13,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/998103.png,CD_I998103,13,Sydney Swans,MIDFIELDER,22/07/1998,2016,184,Beaumaris (Vic)/Mentone Grammar (Vic)/Sandringham U18/Sydney Swans,2017,nationalDraft,11,Midfielder,12497,Oliver,Florent,184,51,,Oliver Florent,,,
16,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/294318.png,CD_I294318,16,Port Adelaide,MIDFIELDER,07/10/1994,2012,187,Echuca (Vic)/Bendigo U18,2013,nationalDraft,7,Midfielder,12150,Ollie,Wines,273,103,,Ollie Wines,,,
46,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1005521.png,CD_I1005521,46,Brisbane Lions,RUCK,10/07/1994,2016,205,Montrose (Vic)/Casey (VFL),2018,rookieElevation,37,Midfielder,12617,Oscar,McInerney,166,67,,Oscar McInerney,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/990704.png,CD_I990704,9,Carlton,MIDFIELDER,18/03/1995,2013,195,Northampton (WA)/East Fremantle (WAFL),2014,nationalDraft,13,Midfielder,12261,Patrick,Cripps,230,127,,Patrick Cripps,,,
1,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1003130.png,CD_I1003130,1,Collingwood,MIDFIELDER_FORWARD,17/07/1998,2016,190,Eltham (Vic)/Northern U18/Western Bulldogs,2017,nationalDraft,28,Midfielder,12578,Patrick,Lipinski,141,72,,Patrick Lipinski,,,
19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/997142.png,CD_I997142,19,Sydney Swans,RUCK,14/01/1998,2021,204,Modbury (SA)/Norwood (SANFL)/Port Adelaide,2018,other,,Midfielder,12729,Peter,Ladhams,63,34,,Peter Ladhams,,,
43,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/297523.png,CD_I297523,43,Adelaide Crows,RUCK,20/08/1995,2016,201,Moonee Valley (Vic)/Calder U18,2015,rookieElevation,,Midfielder,12473,Reilly,OBrien,146,17,,Reilly O'Brien,,,
1,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/280317.png,CD_I280317,1,Geelong Cats,RUCK,01/12/1990,2008,200,Berri (SA)/West Adelaide (SANFL)/St Kilda,2010,nationalDraft,47,Midfielder,11847,Rhys,Stanley,230,115,,Rhys Stanley,,,
45,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027501.png,CD_I1027501,45,Collingwood,MIDFIELDER,22/10/2001,2025,183,West Perth (WAFL),,other,8,Midfielder,13248,Roan,Steele,5,0,,Roan Steele,,,
19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/992468.png,CD_I992468,19,St Kilda,RUCK,24/11/1995,2016,201,Heathmere (Vic)/North Ballarat U18/North Ballarat (VFL),2018,rookieElevation,10,Midfielder,12564,Rowan,Marshall,156,78,,Rowan Marshall,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1015777.png,CD_I1015777,9,GWS GIANTS,MIDFIELDER,12/12/2002,2020,185,Foster (Vic)/Gippsland U18,2024,nationalDraft,18,Midfielder,13001,Ryan,Angwin,30,3,,Ryan Angwin,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012807.png,CD_I1012807,3,Adelaide Crows,MIDFIELDER,12/02/2002,2020,181,Maffra (Vic)/Melbourne Grammar (Vic)/Gippsland U18,2021,nationalDraft,28,Midfielder,12849,Sam,Berry,76,18,,Sam Berry,,,
30,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1010708.png,CD_I1010708,30,Hawthorn,MIDFIELDER_FORWARD,10/02/2003,2021,184,"Lake Wendouree (Vic)/St Patrick's College, Ballarat (Vic)/GWV U18",2023,nationalDraft,23,Midfielder,12988,Sam,Butler,25,15,,Sam Butler,,,
15,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/295518.png,CD_I295518,15,Carlton,MIDFIELDER,17/10/1993,2011,187,Phillip Island (Vic)/Gippsland U18/Brisbane,2013,nationalDraft,12,Midfielder,12170,Sam,Docherty,184,31,,Sam Docherty,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1005577.png,CD_I1005577,2,Essendon,RUCK,28/09/1998,2025,205,Reynella (SA)/South Adelaide (SANFL)/Essendon,2018,other,,Midfielder,12810,Sam,Draper,78,43,,Sam Draper,,,
22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1015810.png,CD_I1015810,22,Essendon,MIDFIELDER,09/07/2001,2021,185,Seymour (Vic)/Murray U18/Richmond (VFL),2023,other,9,Midfielder,12925,Sam,Durham,91,29,,Sam Durham,,,
20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1028520.png,CD_I1028520,20,Brisbane Lions,MIDFIELDER,19/01/2006,2024,185,Kawana Park JAFC/Sandringham U18/Brisbane Lions Academy,,nationalDraft,25,Midfielder,13215,Sam,Marshall,12,1,,Sam Marshall,,,
18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006094.png,CD_I1006094,18,Carlton,MIDFIELDER,02/07/2000,2018,184,"St Joseph's, Geel (Vic)/St Joseph's College, Geel (Vic)/Geel U18",2019,nationalDraft,1,Midfielder,12684,Sam,Walsh,133,47,,Sam Walsh,,,
10,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/260257.png,CD_I260257,10,Collingwood,MIDFIELDER,07/01/1988,2005,191,Sale (Vic)/Gippsland U18,2007,nationalDraft,5,Midfielder,4182,Scott,Pendlebury,425,204,,Scott Pendlebury,,,
4,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/998145.png,CD_I998145,4,Fremantle,RUCK,12/06/1998,2016,203,Cobden (Vic)/Xavier College (Vic)/Geelong U18,2017,nationalDraft,38,Midfielder,12547,Sean,Darcy,127,49,,Sean Darcy,,,
15,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993993.png,CD_I993993,15,Fremantle,MIDFIELDER_FORWARD,08/12/1998,2016,176,Forrestdale (WA)/South Fremantle (WAFL)/Richmond,2018,nationalDraft,29,Midfielder,12535,Shai,Bolton,158,193,,Shai Bolton,,,
22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/280965.png,CD_I280965,22,Collingwood,MIDFIELDER,02/01/1991,2008,184,Congupna (Vic)/Murray U18,2009,nationalDraft,11,Midfielder,11751,Steele,Sidebottom,354,209,,Steele Sidebottom,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291969.png,CD_I291969,3,GWS GIANTS,MIDFIELDER,15/12/1993,2011,182,Upper Swan (WA)/Swan Districts (WAFL),2012,nationalDraft,2,Midfielder,12028,Stephen,Coniglio,227,124,,Stephen Coniglio,,,
44,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1004592.png,CD_I1004592,44,Western Bulldogs,RUCK,10/08/1997,2016,208,Brookton-Pingelly (WA)/South Fremantle (WAFL),2017,nationalDraft,19,Midfielder,12300,Tim,English,154,90,,Tim English,,,
11,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/295898.png,CD_I295898,11,West Coast Eagles,MIDFIELDER_FORWARD,26/07/1994,2017,184,Palmyra (WA)/South Fremantle (WAFL)/Geelong,2018,nationalDraft,24,Midfielder,12504,Tim,Kelly,164,84,,Tim Kelly,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/998172.png,CD_I998172,14,Richmond,MIDFIELDER,28/01/1998,2016,188,Mordialloc Braeside (Vic)/St Kevin's College (Vic)/Sandringham U18/GWS,2017,nationalDraft,2,Midfielder,12772,Tim,Taranto,173,88,,Tim Taranto,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008139.png,CD_I1008139,14,GWS GIANTS,MIDFIELDER_FORWARD,27/05/2000,2018,179,Rosebud (Vic)/Melbourne Grammar (Vic)/Dandenong U18/Melbourne,2020,nationalDraft,75,Midfielder,13088,Toby,Bedford,83,48,,Toby Bedford,,,
31,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027971.png,CD_I1027971,31,GWS GIANTS,MIDFIELDER,06/08/2004,2022,183,Port Fairy (Vic)/Sandringham U18,2024,nationalDraft,34,Midfielder,13108,Toby,McMullin,28,8,,Toby McMullin,,,
25,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298174.png,CD_I298174,25,Richmond,RUCK,12/08/1994,2013,199,Georgetown (Tas)/North Launceston (Tas)/Sydney,2014,nationalDraft,35,Midfielder,11686,Toby,Nankervis,179,45,,Toby Nankervis,,,
17,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/271129.png,CD_I271129,17,Essendon,RUCK,01/07/1988,2006,201,Trinity Grammar (Vic)/Oakleigh U18/North Melbourne,2008,nationalDraft,37,Midfielder,12383,Todd,Goldstein,345,160,,Todd Goldstein,,,
30,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/994386.png,CD_I994386,30,Geelong Cats,MIDFIELDER,18/09/1995,2018,180,St Joseph's Geel (Vic)/Geel College/Geel U18/Geelong (VFL),2019,rookieElevation,11,Midfielder,13096,Tom,Atkins,154,22,,Tom Atkins,,,
12,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1004912.png,CD_I1004912,12,Carlton,RUCK,16/07/1999,2017,201,Mt Martha (Vic)/Padua College (Vic)/Dandenong U18/Carlton,2020,nationalDraft,30,Midfielder,13198,Tom,De Koning,100,36,,Tom De Koning,,,
12,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009528.png,CD_I1009528,12,GWS GIANTS,MIDFIELDER,23/01/2001,2019,192,Eastlake (ACT)/Marist College (ACT)/GWS (NEAFL),2020,nationalDraft,10,Midfielder,13211,Tom,Green,115,49,,Tom Green,,,
21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/290799.png,CD_I290799,21,Western Bulldogs,MIDFIELDER,16/05/1992,2010,184,St Bernard's (Vic)/Calder U18,2011,fatherSon,41,Midfielder,11948,Tom,Liberatore,257,91,,Tom Liberatore,,,
6,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291856.png,CD_I291856,6,Collingwood,MIDFIELDER,31/05/1993,2011,181,Ashburton (Vic)/Claremont (WAFL)/Sydney/Hawthorn,2013,fatherSon,21,Midfielder,12412,Tom,Mitchell,207,84,,Tom Mitchell,,,
11,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298272.png,CD_I298272,11,Gold Coast SUNS,MIDFIELDER,22/02/1996,2014,178,Maribyrnong Park (Vic)/St Kevin's College (Vic)/Calder U18,2015,nationalDraft,29,Midfielder,12331,Touk,Miller,214,71,,Touk Miller,,,
10,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/250365.png,CD_I250365,10,Port Adelaide,MIDFIELDER_FORWARD,01/08/1988,2006,183,Torquay (Vic)/Geelong U18,2007,nationalDraft,5,Midfielder,11583,Travis,Boak,387,215,,Travis Boak,,,
40,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017114.png,CD_I1017114,40,Richmond,MIDFIELDER_FORWARD,27/01/2003,2021,181,Lysterfield (Vic)/Rowville Secondary College (Vic)/Eastern U18,2025,nationalDraft,28,Midfielder,13014,Tyler,Sonsie,40,10,,Tyler Sonsie,,,
8,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023517.png,CD_I1023517,8,Brisbane Lions,MIDFIELDER,06/05/2004,2022,182,Southport (Qld)/Old Brighton (Vic)/Sandringham U18/Bris (VFL),2023,fatherSon,2,Midfielder,13040,Will,Ashcroft,59,27,,Will Ashcroft,,,
36,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1029262.png,CD_I1029262,36,Port Adelaide,MIDFIELDER,19/02/2005,2023,186,Kew Rovers Football Club (Vic)/Oakleigh Chargers U18,2025,nationalDraft,57,Midfielder,12026,Will,Lorenz,8,2,,Will Lorenz,,,
28,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000972.png,CD_I1000972,28,Port Adelaide,MIDFIELDER,01/10/1998,2016,188,Koroit (Vic)/North Ballarat U18,2017,nationalDraft,33,Midfielder,13207,Willem,Drew,130,21,,Willem Drew,,,
28,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006096.png,CD_I1006096,28,Essendon,MIDFIELDER,07/07/2000,2018,186,Foster (Vic)/South Gippsland SC (Vic)/Gippsland U18/Port Adelaide,2019,nationalDraft,18,Midfielder,12696,Xavier,Duursma,110,52,,Xavier Duursma,,,
33,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006135.png,CD_I1006135,33,GWS GIANTS,MIDFIELDER,11/07/2000,2018,187,St Bernard's (Vic)/St Bernard's College (Vic)/Western U18,2020,nationalDraft,22,Midfielder,12821,Xavier,OHalloran,90,34,,Xavier O'Halloran,,,
33,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002312.png,CD_I1002312,33,Brisbane Lions,MIDFIELDER_FORWARD,23/09/1999,2017,181,Southern Dists (NT)/Prince Alfred College (SA)/Norwood (SANFL),2019,nationalDraft,15,Midfielder,12610,Zac,Bailey,167,188,,Zac Bailey,,,
7,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/992016.png,CD_I992016,7,Essendon,MIDFIELDER,03/10/1995,2013,179,Cobden (Vic)/Melbourne Grammar (Vic)/Sandringham U18,2014,nationalDraft,26,Midfielder,12241,Zach,Merrett,251,87,,Zach Merrett,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006121.png,CD_I1006121,9,Port Adelaide,MIDFIELDER,08/09/2000,2018,181,Darley (Vic)/Maribyrnong College (Vic)/Western U18,2019,nationalDraft,12,Midfielder,12698,Zak,Butters,139,68,,Zak Butters,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/991988.png,CD_I991988,3,St Kilda,MIDFIELDER,15/03/1995,2013,182,Mt Eliza (Vic)/Dandenong U18/Sydney,2014,nationalDraft,15,Midfielder,12288,Zak,Jones,164,36,,Zak Jones,,,
,,,,,,,,,,,,,,,,,,,,,,,
